=== Текст запроса ===

-- ============================================================
-- Запрос 4: Накопленная сумма продаж по каждой аптеке
-- ============================================================
-- Используемые конструкции: оконная функция SUM() OVER (PARTITION BY ... ORDER BY ...)
-- Логика: для каждой строки заказа показываем аптеку, дату, сумму заказа
-- и накопленную сумму продаж внутри этой аптеки по дате (ORDER BY report_date).
-- ============================================================

SELECT 
    pharmacy_name AS аптека,
    report_date AS дата,
    (price * count) AS сумма_заказа_руб,
    SUM(price * count) OVER (
        PARTITION BY pharmacy_name 
        ORDER BY report_date, order_id
    ) AS накопленная_сумма_руб
FROM pharma_orders
ORDER BY pharmacy_name, report_date, order_id;

=== Результат ===

аптека          дата        сумма_заказа_руб  накопленная_сумма_руб
Cтоличная       2024-05-18               715                1656579
Cтоличная       2024-05-18              3904                1660483
Cтоличная       2024-05-18              2166                1662649
Cтоличная       2024-05-18               734                1663383
Cтоличная       2024-05-19              1800                1665183
Cтоличная       2024-05-19               562                1665745
Cтоличная       2024-05-19              2895                1668640
Cтоличная       2024-05-19               500                1669140
Cтоличная       2024-05-19               318                1669458
Cтоличная       2024-05-19              1728                1671186
Cтоличная       2024-05-19              2830                1674016
Cтоличная       2024-05-20              4660                1678676
Cтоличная       2024-05-20              2394                1681070
Cтоличная       2024-05-20              1515                1682585
Cтоличная       2024-05-20              1644                1684229
Cтоличная       2024-05-20               992                1685221
Cтоличная       2024-05-20               975                1686196
Cтоличная       2024-05-20              1982                1688178
Cтоличная       2024-05-20               468                1688646
Cтоличная       2024-05-20              1344                1689990
Cтоличная       2024-05-20              2709                1692699
Cтоличная       2024-05-21               840                1693539
Cтоличная       2024-05-21              4505                1698044
Cтоличная       2024-05-21               538                1698582
Cтоличная       2024-05-21              1468                1700050
Cтоличная       2024-05-21              2768                1702818
Cтоличная       2024-05-21              2250                1705068
Cтоличная       2024-05-21               364                1705432
Cтоличная       2024-05-22               968                1706400
Cтоличная       2024-05-22              1143                1707543
Cтоличная       2024-05-22              1350                1708893
Cтоличная       2024-05-22               642                1709535
Cтоличная       2024-05-22               516                1710051
Cтоличная       2024-05-22              1594                1711645
Cтоличная       2024-05-22              1731                1713376
Cтоличная       2024-05-22               704                1714080
Cтоличная       2024-05-23              2046                1716126
Cтоличная       2024-05-23              1670                1717796
Cтоличная       2024-05-23              2739                1720535
Cтоличная       2024-05-23              1860                1722395
Cтоличная       2024-05-23               622                1723017
Cтоличная       2024-05-23              1959                1724976
Cтоличная       2024-05-23              1506                1726482
Cтоличная       2024-05-23              1832                1728314
Cтоличная       2024-05-23              1878                1730192
Cтоличная       2024-05-23              1332                1731524
Cтоличная       2024-05-23              3672                1735196
Cтоличная       2024-05-23               350                1735546
Cтоличная       2024-05-24               789                1736335
Cтоличная       2024-05-24              1260                1737595
Cтоличная       2024-05-24              2325                1739920
Cтоличная       2024-05-24              1410                1741330
Cтоличная       2024-05-24              1776                1743106
Cтоличная       2024-05-24               450                1743556
Cтоличная       2024-05-25               900                1744456
Cтоличная       2024-05-25              4385                1748841
Cтоличная       2024-05-25              1092                1749933
Cтоличная       2024-05-25              2913                1752846
Cтоличная       2024-05-25               487                1753333
Cтоличная       2024-05-25               450                1753783
Cтоличная       2024-05-25               643                1754426
Cтоличная       2024-05-25              1740                1756166
Cтоличная       2024-05-25              3324                1759490
Cтоличная       2024-05-26               981                1760471
Cтоличная       2024-05-26              1107                1761578
Cтоличная       2024-05-26              2037                1763615
Cтоличная       2024-05-26              2538                1766153
Cтоличная       2024-05-26               836                1766989
Cтоличная       2024-05-26              2478                1769467
Cтоличная       2024-05-26               912                1770379
Cтоличная       2024-05-26              2880                1773259
Cтоличная       2024-05-27              3675                1776934
Cтоличная       2024-05-27              3505                1780439
Cтоличная       2024-05-27               595                1781034
Cтоличная       2024-05-27               903                1781937
Cтоличная       2024-05-27              1988                1783925
Cтоличная       2024-05-27              1220                1785145
Cтоличная       2024-05-28              1761                1786906
Cтоличная       2024-05-28               669                1787575
Cтоличная       2024-05-28              2760                1790335
Cтоличная       2024-05-28              2676                1793011
Cтоличная       2024-05-28              1844                1794855
Cтоличная       2024-05-28               450                1795305
Cтоличная       2024-05-28               548                1795853
Cтоличная       2024-05-28               450                1796303
Cтоличная       2024-05-28              1800                1798103
Cтоличная       2024-05-28              1542                1799645
Cтоличная       2024-05-28              1570                1801215
Cтоличная       2024-05-28              2060                1803275
Cтоличная       2024-05-28               900                1804175
Cтоличная       2024-05-28              3088                1807263
Cтоличная       2024-05-28               376                1807639
Cтоличная       2024-05-29               962                1808601
Cтоличная       2024-05-29              3365                1811966
Cтоличная       2024-05-29              3240                1815206
Cтоличная       2024-05-29               823                1816029
Cтоличная       2024-05-29              1167                1817196
Cтоличная       2024-05-29              4020                1821216
Cтоличная       2024-05-29              2250                1823466
Cтоличная       2024-05-29              3936                1827402
Cтоличная       2024-05-29              1142                1828544
Cтоличная       2024-05-29               900                1829444
Cтоличная       2024-05-30              1798                1831242
Cтоличная       2024-05-30              4775                1836017
Cтоличная       2024-05-30              4205                1840222
Cтоличная       2024-05-30              2908                1843130
Cтоличная       2024-05-30               920                1844050
Cтоличная       2024-05-30              2260                1846310
Cтоличная       2024-05-30              3280                1849590
Cтоличная       2024-05-31              2136                1851726
Cтоличная       2024-05-31              2832                1854558
Cтоличная       2024-05-31               426                1854984
Cтоличная       2024-05-31              4420                1859404
Cтоличная       2024-05-31              2136                1861540
Cтоличная       2024-05-31              2956                1864496
Cтоличная       2024-05-31              1434                1865930
Cтоличная       2024-05-31              2121                1868051
Cтоличная       2024-06-01              1292                1869343
Cтоличная       2024-06-01              3180                1872523
Cтоличная       2024-06-01              1338                1873861
Cтоличная       2024-06-01              2640                1876501
Cтоличная       2024-06-01              1458                1877959
Cтоличная       2024-06-01              1041                1879000
Cтоличная       2024-06-01               601                1879601
Cтоличная       2024-06-01              1650                1881251
Cтоличная       2024-06-01              1972                1883223
Cтоличная       2024-06-01              2392                1885615
Cтоличная       2024-06-01              2250                1887865
Cтоличная       2024-06-01              3900                1891765
Cтоличная       2024-06-01              1530                1893295
Cтоличная       2024-06-01              1388                1894683
Cтоличная       2024-06-01              1800                1896483
Аптека №1       2024-02-01              3516                   3516
Аптека №1       2024-02-01              3216                   6732
Аптека №1       2024-02-01              3704                  10436
Аптека №1       2024-02-01               450                  10886
Аптека №1       2024-02-01              3472                  14358
Аптека №1       2024-02-01               735                  15093
Аптека №1       2024-02-01              1744                  16837
Аптека №1       2024-02-01              1917                  18754
Аптека №1       2024-02-02              1525                  20279
Аптека №1       2024-02-02              1320                  21599
Аптека №1       2024-02-02               325                  21924
Аптека №1       2024-02-02              1774                  23698
Аптека №1       2024-02-02              4550                  28248
Аптека №1       2024-02-02              1560                  29808
Аптека №1       2024-02-02               895                  30703
Аптека №1       2024-02-03              2716                  33419
Аптека №1       2024-02-03              2436                  35855
Аптека №1       2024-02-03              3948                  39803
Аптека №1       2024-02-03               410                  40213
Аптека №1       2024-02-03               881                  41094
Аптека №1       2024-02-04              2060                  43154
Аптека №1       2024-02-04              1716                  44870
Аптека №1       2024-02-04              3896                  48766
Аптека №1       2024-02-04              3850                  52616
Аптека №1       2024-02-04               365                  52981
Аптека №1       2024-02-04              1920                  54901
Аптека №1       2024-02-05              2716                  57617
Аптека №1       2024-02-05               350                  57967
Аптека №1       2024-02-05              3340                  61307
Аптека №1       2024-02-05              2912                  64219
Аптека №1       2024-02-05              1412                  65631
Аптека №1       2024-02-05              1515                  67146
Аптека №1       2024-02-05              1192                  68338
Аптека №1       2024-02-05              1668                  70006
Аптека №1       2024-02-06              2044                  72050
Аптека №1       2024-02-06              1906                  73956
Аптека №1       2024-02-06               900                  74856
Аптека №1       2024-02-07              3680                  78536
Аптека №1       2024-02-07              3820                  82356
Аптека №1       2024-02-07              2220                  84576
Аптека №1       2024-02-07               411                  84987
Аптека №1       2024-02-07              2886                  87873
Аптека №1       2024-02-08               840                  88713
Аптека №1       2024-02-08              2562                  91275
Аптека №1       2024-02-08               850                  92125
Аптека №1       2024-02-08              1560                  93685
Аптека №1       2024-02-08              1350                  95035
Аптека №1       2024-02-09              2886                  97921
Аптека №1       2024-02-09              1670                  99591
Аптека №1       2024-02-09              2588                 102179
Аптека №1       2024-02-09              2250                 104429
Аптека №1       2024-02-09              2832                 107261
Аптека №1       2024-02-10              1023                 108284
Аптека №1       2024-02-10              1508                 109792
Аптека №1       2024-02-10              1614                 111406
Аптека №1       2024-02-10               631                 112037
Аптека №1       2024-02-10              1822                 113859
Аптека №1       2024-02-11              1492                 115351
Аптека №1       2024-02-11              1338                 116689
Аптека №1       2024-02-11              1800                 118489
Аптека №1       2024-02-11               922                 119411
Аптека №1       2024-02-11               760                 120171
Аптека №1       2024-02-11              1780                 121951
Аптека №1       2024-02-11              1362                 123313
Аптека №1       2024-02-12              3320                 126633
Аптека №1       2024-02-12              2250                 128883
Аптека №1       2024-02-12               646                 129529
Аптека №1       2024-02-12               450                 129979
Аптека №1       2024-02-12               736                 130715
Аптека №1       2024-02-12              1922                 132637
Аптека №1       2024-02-12              2973                 135610
Аптека №1       2024-02-12              4425                 140035
Аптека №1       2024-02-12              1484                 141519
Аптека №1       2024-02-12               957                 142476
Аптека №1       2024-02-12              2230                 144706
Аптека №1       2024-02-12              3620                 148326
Аптека №1       2024-02-13              2250                 150576
Аптека №1       2024-02-13               888                 151464
Аптека №1       2024-02-13              3220                 154684
Аптека №1       2024-02-13              3768                 158452
Аптека №1       2024-02-13              2829                 161281
Аптека №1       2024-02-13              1676                 162957
Аптека №1       2024-02-13              1520                 164477
Аптека №1       2024-02-13              2055                 166532
Аптека №1       2024-02-13               812                 167344
Аптека №1       2024-02-14              1340                 168684
Аптека №1       2024-02-14              2956                 171640
Аптека №1       2024-02-14              3044                 174684
Аптека №1       2024-02-14              1825                 176509
Аптека №1       2024-02-14               563                 177072
Аптека №1       2024-02-14              2250                 179322
Аптека №1       2024-02-15              1023                 180345
Аптека №1       2024-02-15              2380                 182725
Аптека №1       2024-02-16              3120                 185845
Аптека №1       2024-02-16               681                 186526
Аптека №1       2024-02-16               851                 187377
Аптека №1       2024-02-16              1317                 188694
Аптека №1       2024-02-16              2000                 190694
Аптека №1       2024-02-16              3452                 194146
Аптека №1       2024-02-16              2229                 196375
Аптека №1       2024-02-17               638                 197013
Аптека №1       2024-02-17              1876                 198889
Аптека №1       2024-02-17              1545                 200434
Аптека №1       2024-02-17              3000                 203434
Аптека №1       2024-02-17              1616                 205050
Аптека №1       2024-02-17              2112                 207162
Аптека №1       2024-02-17               644                 207806
Аптека №1       2024-02-18               788                 208594
Аптека №1       2024-02-18              1856                 210450
Аптека №1       2024-02-18              1805                 212255
Аптека №1       2024-02-18              2595                 214850
Аптека №1       2024-02-18              1820                 216670
Аптека №1       2024-02-19              2550                 219220
Аптека №1       2024-02-19              4415                 223635
Аптека №1       2024-02-19              1685                 225320
Аптека №1       2024-02-19              1995                 227315
Аптека №1       2024-02-19              1900                 229215
Аптека №1       2024-02-19              2684                 231899
Аптека №1       2024-02-20              4070                 235969
Аптека №1       2024-02-20              2016                 237985
Аптека №1       2024-02-20              2229                 240214
Аптека №1       2024-02-20              2817                 243031
Аптека №1       2024-02-20               600                 243631
Аптека №1       2024-02-21              4305                 247936
Аптека №1       2024-02-21              1500                 249436
Аптека №1       2024-02-21              4610                 254046
Аптека №1       2024-02-21              1188                 255234
Аптека №1       2024-02-21               900                 256134
Аптека №1       2024-02-21              1336                 257470
Аптека №1       2024-02-21              1112                 258582
Аптека №1       2024-02-21              3064                 261646
Аптека №1       2024-02-22              2568                 264214
Аптека №1       2024-02-22               658                 264872
Аптека №1       2024-02-22               602                 265474
Аптека №1       2024-02-22              1104                 266578
Аптека №1       2024-02-22              2575                 269153
Аптека №1       2024-02-22              3844                 272997
Аптека №1       2024-02-22              2223                 275220
Аптека №1       2024-02-23               910                 276130
Аптека №1       2024-02-23              1638                 277768
Аптека №1       2024-02-23              2919                 280687
Аптека №1       2024-02-23              1612                 282299
Аптека №1       2024-02-23              1260                 283559
Аптека №1       2024-02-23              2988                 286547
Аптека №1       2024-02-23              2540                 289087
Аптека №1       2024-02-23              2805                 291892
Аптека №1       2024-02-24              2412                 294304
Аптека №1       2024-02-24              1072                 295376
Аптека №1       2024-02-24               456                 295832
Аптека №1       2024-02-24               790                 296622
Аптека №1       2024-02-24              3800                 300422
Аптека №1       2024-02-24               994                 301416
Аптека №1       2024-02-24              2250                 303666
Аптека №1       2024-02-25              2430                 306096
Аптека №1       2024-02-25              1650                 307746
Аптека №1       2024-02-25              4445                 312191
Аптека №1       2024-02-25              1792                 313983
Аптека №1       2024-02-25              2596                 316579
Аптека №1       2024-02-25              2787                 319366
Аптека №1       2024-02-25               710                 320076
Аптека №1       2024-02-26              3552                 323628
Аптека №1       2024-02-26              1356                 324984
Аптека №1       2024-02-26              1344                 326328
Аптека №1       2024-02-26              2493                 328821
Аптека №1       2024-02-26               868                 329689
Аптека №1       2024-02-26               705                 330394
Аптека №1       2024-02-26              4300                 334694
Аптека №1       2024-02-26              4670                 339364
Аптека №1       2024-02-26              1800                 341164
Аптека №1       2024-02-26               475                 341639
Аптека №1       2024-02-27               790                 342429
Аптека №1       2024-02-27              1641                 344070
Аптека №1       2024-02-27              1712                 345782
Аптека №1       2024-02-27              1790                 347572
Аптека №1       2024-02-27              1816                 349388
Аптека №1       2024-02-28              2490                 351878
Аптека №1       2024-02-28              2840                 354718
Аптека №1       2024-02-28              1648                 356366
Аптека №1       2024-02-28              2478                 358844
Аптека №1       2024-02-28              2958                 361802
Аптека №1       2024-02-28               680                 362482
Аптека №1       2024-02-29              1374                 363856
Аптека №1       2024-02-29              2812                 366668
Аптека №1       2024-02-29              2610                 369278
Аптека №1       2024-03-01              1416                 370694
Аптека №1       2024-03-01              2190                 372884
Аптека №1       2024-03-01               450                 373334
Аптека №1       2024-03-01              2332                 375666
Аптека №1       2024-03-01               964                 376630
Аптека №1       2024-03-01               358                 376988
Аптека №1       2024-03-01               802                 377790
Аптека №1       2024-03-01              2536                 380326
Аптека №1       2024-03-01              4545                 384871
Аптека №1       2024-03-02               459                 385330
Аптека №1       2024-03-02               962                 386292
Аптека №1       2024-03-02               450                 386742
Аптека №1       2024-03-02              1098                 387840
Аптека №1       2024-03-02              2012                 389852
Аптека №1       2024-03-03               658                 390510
Аптека №1       2024-03-03              1198                 391708
Аптека №1       2024-03-03               450                 392158
Аптека №1       2024-03-03               355                 392513
Аптека №1       2024-03-03              1224                 393737
Аптека №1       2024-03-03               934                 394671
Аптека №1       2024-03-03              1720                 396391
Аптека №1       2024-03-03              1800                 398191
Аптека №1       2024-03-04              1392                 399583
Аптека №1       2024-03-04               392                 399975
Аптека №1       2024-03-04              2451                 402426
Аптека №1       2024-03-04              1296                 403722
Аптека №1       2024-03-05               370                 404092
Аптека №1       2024-03-05              1762                 405854
Аптека №1       2024-03-05               982                 406836
Аптека №1       2024-03-05               900                 407736
Аптека №1       2024-03-05              3400                 411136
Аптека №1       2024-03-05              3510                 414646
Аптека №1       2024-03-05              1228                 415874
Аптека №1       2024-03-05              1096                 416970
Аптека №1       2024-03-05              2250                 419220
Аптека №1       2024-03-06               900                 420120
Аптека №1       2024-03-06              1156                 421276
Аптека №1       2024-03-06               999                 422275
Аптека №1       2024-03-06               860                 423135
Аптека №1       2024-03-06              2376                 425511
Аптека №1       2024-03-06               900                 426411
Аптека №1       2024-03-06              4000                 430411
Аптека №1       2024-03-06              2901                 433312
Аптека №1       2024-03-06               433                 433745
Аптека №1       2024-03-07               490                 434235
Аптека №1       2024-03-07              1436                 435671
Аптека №1       2024-03-07               796                 436467
Аптека №1       2024-03-07              1002                 437469
Аптека №1       2024-03-07              1566                 439035
Аптека №1       2024-03-07               404                 439439
Аптека №1       2024-03-07              4295                 443734
Аптека №1       2024-03-07              2708                 446442
Аптека №1       2024-03-07               951                 447393
Аптека №1       2024-03-07              1206                 448599
Аптека №1       2024-03-07               759                 449358
Аптека №1       2024-03-07               664                 450022
Аптека №1       2024-03-08              1236                 451258
Аптека №1       2024-03-08              3485                 454743
Аптека №1       2024-03-08               954                 455697
Аптека №1       2024-03-08               681                 456378
Аптека №1       2024-03-08               336                 456714
Аптека №1       2024-03-08              2770                 459484
Аптека №1       2024-03-08              1350                 460834
Аптека №1       2024-03-08              3555                 464389
Аптека №1       2024-03-09              1390                 465779
Аптека №1       2024-03-09              1640                 467419
Аптека №1       2024-03-09              4525                 471944
Аптека №1       2024-03-09              1124                 473068
Аптека №1       2024-03-09               768                 473836
Аптека №1       2024-03-09              2095                 475931
Аптека №1       2024-03-09              1350                 477281
Аптека №1       2024-03-10              2286                 479567
Аптека №1       2024-03-10              3680                 483247
Аптека №1       2024-03-10               454                 483701
Аптека №1       2024-03-10              4700                 488401
Аптека №1       2024-03-10              1624                 490025
Аптека №1       2024-03-11               468                 490493
Аптека №1       2024-03-11              1932                 492425
Аптека №1       2024-03-11              1800                 494225
Аптека №1       2024-03-11               900                 495125
Аптека №1       2024-03-11              1926                 497051
Аптека №1       2024-03-11              1800                 498851
Аптека №1       2024-03-12               600                 499451
Аптека №1       2024-03-12              4800                 504251
Аптека №1       2024-03-12              1570                 505821
Аптека №1       2024-03-12               990                 506811
Аптека №1       2024-03-12               926                 507737
Аптека №1       2024-03-13               844                 508581
Аптека №1       2024-03-13              4290                 512871
Аптека №1       2024-03-13              3105                 515976
Аптека №1       2024-03-13               543                 516519
Аптека №1       2024-03-13              1809                 518328
Аптека №1       2024-03-13              2733                 521061
Аптека №1       2024-03-13              1510                 522571
Аптека №1       2024-03-13              2760                 525331
Аптека №1       2024-03-14              3440                 528771
Аптека №1       2024-03-14               841                 529612
Аптека №1       2024-03-14               971                 530583
Аптека №1       2024-03-14              1158                 531741
Аптека №1       2024-03-14              1134                 532875
Аптека №1       2024-03-14               450                 533325
Аптека №1       2024-03-14               951                 534276
Аптека №1       2024-03-14              1350                 535626
Аптека №1       2024-03-15              1416                 537042
Аптека №1       2024-03-15              3590                 540632
Аптека №1       2024-03-15               531                 541163
Аптека №1       2024-03-15              1708                 542871
Аптека №1       2024-03-15              2274                 545145
Аптека №1       2024-03-15              3036                 548181
Аптека №1       2024-03-15              2250                 550431
Аптека №1       2024-03-16              2988                 553419
Аптека №1       2024-03-16              4540                 557959
Аптека №1       2024-03-16              2577                 560536
Аптека №1       2024-03-16              3260                 563796
Аптека №1       2024-03-16              1863                 565659
Аптека №1       2024-03-16               860                 566519
Аптека №1       2024-03-17              2316                 568835
Аптека №1       2024-03-17               378                 569213
Аптека №1       2024-03-17              1970                 571183
Аптека №1       2024-03-17               450                 571633
Аптека №1       2024-03-17              2588                 574221
Аптека №1       2024-03-17              1398                 575619
Аптека №1       2024-03-17              4890                 580509
Аптека №1       2024-03-18               905                 581414
Аптека №1       2024-03-18              1605                 583019
Аптека №1       2024-03-18               900                 583919
Аптека №1       2024-03-19               966                 584885
Аптека №1       2024-03-19              1990                 586875
Аптека №1       2024-03-19               470                 587345
Аптека №1       2024-03-19              3655                 591000
Аптека №1       2024-03-20              2754                 593754
Аптека №1       2024-03-20               820                 594574
Аптека №1       2024-03-20              4190                 598764
Аптека №1       2024-03-20              2166                 600930
Аптека №1       2024-03-20              1028                 601958
Аптека №1       2024-03-20               929                 602887
Аптека №1       2024-03-20               427                 603314
Аптека №1       2024-03-20              1920                 605234
Аптека №1       2024-03-20              1208                 606442
Аптека №1       2024-03-20               984                 607426
Аптека №1       2024-03-20              2292                 609718
Аптека №1       2024-03-21              1865                 611583
Аптека №1       2024-03-21              1736                 613319
Аптека №1       2024-03-21              1824                 615143
Аптека №1       2024-03-21              2250                 617393
Аптека №1       2024-03-21              1656                 619049
Аптека №1       2024-03-21              1836                 620885
Аптека №1       2024-03-21               800                 621685
Аптека №1       2024-03-22              2088                 623773
Аптека №1       2024-03-22              2967                 626740
Аптека №1       2024-03-22              1236                 627976
Аптека №1       2024-03-22              3980                 631956
Аптека №1       2024-03-22              1293                 633249
Аптека №1       2024-03-22              4625                 637874
Аптека №1       2024-03-22              1786                 639660
Аптека №1       2024-03-23               450                 640110
Аптека №1       2024-03-23               728                 640838
Аптека №1       2024-03-23              1464                 642302
Аптека №1       2024-03-23              1812                 644114
Аптека №1       2024-03-23              3570                 647684
Аптека №1       2024-03-23              2676                 650360
Аптека №1       2024-03-23              1083                 651443
Аптека №1       2024-03-23              2584                 654027
Аптека №1       2024-03-23              1520                 655547
Аптека №1       2024-03-23               450                 655997
Аптека №1       2024-03-24              1672                 657669
Аптека №1       2024-03-24               621                 658290
Аптека №1       2024-03-24               302                 658592
Аптека №1       2024-03-24              1800                 660392
Аптека №1       2024-03-24              1869                 662261
Аптека №1       2024-03-24               916                 663177
Аптека №1       2024-03-24               985                 664162
Аптека №1       2024-03-24              1251                 665413
Аптека №1       2024-03-24              1656                 667069
Аптека №1       2024-03-25              1932                 669001
Аптека №1       2024-03-25               834                 669835
Аптека №1       2024-03-25              1178                 671013
Аптека №1       2024-03-25              1360                 672373
Аптека №1       2024-03-25               844                 673217
Аптека №1       2024-03-25              1064                 674281
Аптека №1       2024-03-25              1544                 675825
Аптека №1       2024-03-25              3315                 679140
Аптека №1       2024-03-25              2176                 681316
Аптека №1       2024-03-25               658                 681974
Аптека №1       2024-03-25              3976                 685950
Аптека №1       2024-03-26              1380                 687330
Аптека №1       2024-03-26              1394                 688724
Аптека №1       2024-03-26              2530                 691254
Аптека №1       2024-03-26              4095                 695349
Аптека №1       2024-03-26               966                 696315
Аптека №1       2024-03-26               526                 696841
Аптека №1       2024-03-26              2804                 699645
Аптека №1       2024-03-26              1845                 701490
Аптека №1       2024-03-26               964                 702454
Аптека №1       2024-03-26              1092                 703546
Аптека №1       2024-03-26              1238                 704784
Аптека №1       2024-03-26              1536                 706320
Аптека №1       2024-03-26              1086                 707406
Аптека №1       2024-03-26              2200                 709606
Аптека №1       2024-03-27               760                 710366
Аптека №1       2024-03-27              2800                 713166
Аптека №1       2024-03-27              3652                 716818
Аптека №1       2024-03-27              3764                 720582
Аптека №1       2024-03-27               616                 721198
Аптека №1       2024-03-27               565                 721763
Аптека №1       2024-03-27               900                 722663
Аптека №1       2024-03-27               968                 723631
Аптека №1       2024-03-27              2688                 726319
Аптека №1       2024-03-27               832                 727151
Аптека №1       2024-03-28              1474                 728625
Аптека №1       2024-03-28              2379                 731004
Аптека №1       2024-03-28               900                 731904
Аптека №1       2024-03-28              1194                 733098
Аптека №1       2024-03-28              2256                 735354
Аптека №1       2024-03-29               788                 736142
Аптека №1       2024-03-29              2425                 738567
Аптека №1       2024-03-29               541                 739108
Аптека №1       2024-03-29               900                 740008
Аптека №1       2024-03-29               450                 740458
Аптека №1       2024-03-29              1026                 741484
Аптека №1       2024-03-29              2151                 743635
Аптека №1       2024-03-29              1734                 745369
Аптека №1       2024-03-30               910                 746279
Аптека №1       2024-03-30              2250                 748529
Аптека №1       2024-03-30              3604                 752133
Аптека №1       2024-03-31              1296                 753429
Аптека №1       2024-03-31              2352                 755781
Аптека №1       2024-03-31              3396                 759177
Аптека №1       2024-03-31               704                 759881
Аптека №1       2024-03-31              2901                 762782
Аптека №1       2024-03-31              3160                 765942
Аптека №1       2024-04-01               906                 766848
Аптека №1       2024-04-01              2841                 769689
Аптека №1       2024-04-01              2405                 772094
Аптека №1       2024-04-01              1098                 773192
Аптека №1       2024-04-01               945                 774137
Аптека №1       2024-04-01               718                 774855
Аптека №1       2024-04-02              1940                 776795
Аптека №1       2024-04-02              1622                 778417
Аптека №1       2024-04-02               652                 779069
Аптека №1       2024-04-02               527                 779596
Аптека №1       2024-04-02              1112                 780708
Аптека №1       2024-04-02              2908                 783616
Аптека №1       2024-04-02              2691                 786307
Аптека №1       2024-04-02              3220                 789527
Аптека №1       2024-04-02               848                 790375
Аптека №1       2024-04-03               612                 790987
Аптека №1       2024-04-03              4325                 795312
Аптека №1       2024-04-03              1269                 796581
Аптека №1       2024-04-03              2343                 798924
Аптека №1       2024-04-03              1305                 800229
Аптека №1       2024-04-04              1510                 801739
Аптека №1       2024-04-04               764                 802503
Аптека №1       2024-04-04              1000                 803503
Аптека №1       2024-04-04              3595                 807098
Аптека №1       2024-04-04              1424                 808522
Аптека №1       2024-04-04              1144                 809666
Аптека №1       2024-04-04              2490                 812156
Аптека №1       2024-04-04              1546                 813702
Аптека №1       2024-04-05              3650                 817352
Аптека №1       2024-04-05              2889                 820241
Аптека №1       2024-04-05              3704                 823945
Аптека №1       2024-04-05               916                 824861
Аптека №1       2024-04-05              3692                 828553
Аптека №1       2024-04-05              1800                 830353
Аптека №1       2024-04-05              1884                 832237
Аптека №1       2024-04-05              3715                 835952
Аптека №1       2024-04-05              1551                 837503
Аптека №1       2024-04-05              3960                 841463
Аптека №1       2024-04-05              1098                 842561
Аптека №1       2024-04-06              3475                 846036
Аптека №1       2024-04-06              4640                 850676
Аптека №1       2024-04-06              1252                 851928
Аптека №1       2024-04-06              3715                 855643
Аптека №1       2024-04-06              3330                 858973
Аптека №1       2024-04-06              1320                 860293
Аптека №1       2024-04-07              2452                 862745
